location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,price_per_meter
Москва,sale,flat,2,6,3,80.0,82000000.0,Замоскворечье,Большой Ордынский переулок,4С4,Третьяковская,Собрание клубных домов ORDYNKA,2019,-1.0,-1,-1.0,-1,-1,-1,1025000.0
Москва,sale,flat,15,19,3,107.0,98900000.0,Раменки,Ломоносовский проспект,25к5,Университет,Dominion,-1,-1.0,-1,-1.0,-1,92 м²,8 м²,924299.0654205608
Москва,sale,flat,25,26,3,63.3,29505510.0,Нагатино-Садовники,Нагатинская набережная,,Нагатинская,Level Нагатинская,2024,-1.0,Монолитный,-1.0,"Без отделки, предчистовая","25,5 м²",18 м²,466121.80094786733
Москва,sale,flat,2,10,4,136.1,152135071.0,Дорогомилово,,3к8,Поклонная,Виктори Парк Резиденсез ЖК,2024,-1.0,Монолитный,-1.0,Чистовая,-1,-1,1117818.3027185893
Москва,sale,flat,22,22,1,17.2,8780000.0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,,1980,-1.0,-1,-1.0,-1,"9,2 м²",3 м²,510465.1162790698
Москва,sale,flat,4,15,1,32.4,14000000.0,Хорошевский,Ходынский бульвар,20А,ЦСКА,Лайнер,2017,-1.0,-1,-1.0,-1,18 м²,6 м²,432098.76543209876
Москва,sale,flat,24,37,1,35.0,12112893.0,Нижегородский,,,Нижегородская,Левел Нижегородская ЖК,2026,-1.0,Монолитный,-1.0,"Без отделки, предчистовая, чистовая","11,8 м²",-1,346082.65714285715
Москва,sale,flat,4,33,3,74.72,44301488.0,Пресненский,к2.3,к2.3,Белорусская,Репаблик ЖК,2025,-1.0,Монолитный,-1.0,"Без отделки, предчистовая","44,6 м²",-1,592900.0
Москва,sale,flat,11,19,3,139.5,90000000.0,Хорошево-Мневники,Шелепихинская набережная,34к1,Шелепиха,,2019,-1.0,-1,-1.0,-1,80 м²,17 м²,645161.2903225806
Москва,sale,flat,8,17,3,142.1,91228200.0,Гагаринский,Ленинский проспект,38,Ленинский проспект,Lunar,2024,-1.0,-1,-1.0,Неизвестно,"92,3 м²","8,2 м²",642000.0
Москва,sale,flat,3,14,3,72.0,38000000.0,Раменки,проспект Генерала Дорохова,39к1В,Минская,Собрание клубных домов West Garden,2023,-1.0,-1,-1.0,-1,50 м²,10 м²,527777.7777777778
Москва,sale,flat,3,6,3,138.0,129000000.0,Тверской,1-й Колобовский переулок,14,Трубная,,2005,-1.0,-1,-1.0,-1,-1,15 м²,934782.6086956522
Москва,sale,flat,4,5,2,41.0,18950000.0,Мещанский,Трифоновская ,55,Рижская,,1963,-1.0,-1,-1.0,-1,28 м²,6 м²,462195.1219512195
Москва,sale,flat,4,27,2,65.91,44571000.0,Крылатское,Крылатская ,23,Молодёжная,Дом Горизонтов,2027,-1.0,-1,-1.0,Без отделки,"43,3 м²","17,6 м²",676240.3277196178
Москва,sale,flat,5,24,2,75.0,48000000.0,Хорошево-Мневники,Шелепихинская набережная,34к3,Шелепиха,Сердце Столицы,-1,-1.0,-1,-1.0,-1,38 м²,22 м²,640000.0
Москва,sale,flat,4,44,2,60.0,39900000.0,Даниловский,Дубининская ,59А,Павелецкая,Павелецкая Сити,2023,-1.0,-1,-1.0,-1,40 м²,16 м²,665000.0
Москва,sale,flat,2,11,2,47.0,25295400.0,,,В14 кв-л,Серебряный Бор,Сберсити ЖК,2026,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, чистовая","25,5 м²",6 м²,538200.0
Москва,sale,flat,3,14,3,138.9,236130000.0,Хамовники,переулок 1-й Тружеников,16,Киевская,Brodsky,-1,-1.0,-1,-1.0,-1,-1,-1,1700000.0
Москва,sale,flat,11,22,2,80.0,34899000.0,Черемушки,Севастопольский проспект,28к8,Зюзино,,2009,-1.0,-1,-1.0,-1,40 м²,"35,5 м²",436237.5
Москва,sale,flat,7,18,3,84.9,60621401.0,Донской,2-й Донской проезд,10,Ленинский проспект,SHIFT,2028,-1.0,Монолитный,-1.0,"Без отделки, чистовая",-1,-1,714032.9917550058
Москва,sale,flat,14,15,3,133.91,227647000.0,Хамовники, Усачева,15,Спортивная,Садовые кварталы,2022,-1.0,-1,-1.0,-1,"98,9 м²",30 м²,1700000.0
Москва,sale,flat,6,12,3,120.9,72200000.0,Мещанский,Протопоповский переулок,17С2,Проспект Мира,,2004,-1.0,-1,-1.0,-1,93 м²,15 м²,597187.7584780811
Москва,sale,flat,2,6,3,118.66,195551680.0,Замоскворечье,Космодамианская набережная,4/22С8,Новокузнецкая,Клубный дом Космо 4/22,2024,-1.0,Монолитно-кирпичный,-1.0,Без отделки,48 м²,"32,6 м²",1648000.0
Москва,sale,flat,27,53,3,124.0,118000000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской,2011,-1.0,-1,-1.0,-1,86 м²,"17,3 м²",951612.9032258064
Москва,sale,flat,4,21,3,99.0,140000000.0,Якиманка,Донская ,14,Шаболовская,Медный 3.14,2021,-1.0,-1,-1.0,-1,58 м²,9 м²,1414141.4141414142
Москва,sale,flat,9,28,3,87.7,32115301.0,Даниловский,,,Павелецкая,Павелецкая Сити ЖК,2027,-1.0,"Монолитно-кирпичный, монолитный, кирпичный",-1.0,"Без отделки, предчистовая","57,7 м²",-1,366194.9942987457
Москва,sale,flat,5,7,3,74.9,41500000.0,Басманный, Земляной Вал,34С4,Курская,,-1,-1.0,-1,-1.0,-1,-1,-1,554072.0961281708
Москва,sale,flat,3,14,3,72.0,38000000.0,Раменки,проспект Генерала Дорохова,39к1В,Минская,Собрание клубных домов West Garden,2023,-1.0,-1,-1.0,-1,50 м²,10 м²,527777.7777777778
Москва,sale,flat,4,26,2,55.5,19288526.0,Соколиная гора,,,Соколиная гора,Семеновский Парк 2 ЖК,2025,-1.0,Монолитный,-1.0,Без отделки,"25,9 м²","21,8 м²",347541.009009009
Москва,sale,flat,3,14,2,106.9,160350000.0,Хамовники,переулок 1-й Тружеников,16,Киевская,Brodsky,-1,-1.0,-1,-1.0,-1,-1,-1,1500000.0
Москва,sale,flat,6,9,2,60.0,18500000.0,, Ясеневая,1к1,Ольховая,Дубровка,2013,-1.0,-1,-1.0,-1,25 м²,25 м²,308333.3333333333
Москва,sale,flat,14,52,2,45.0,23611500.0,Хорошевский,3-й Хорошевский проезд,3А,,AMBER CITY,2028,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, предчистовая, чистовая","25,9 м²","5,7 м²",524700.0
Москва,sale,flat,9,14,3,102.0,133500000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы,2022,-1.0,-1,-1.0,-1,71 м²,15 м²,1308823.5294117648
Москва,sale,flat,14,22,3,84.0,45000000.0,Свиблово,Сельскохозяйственная ,38к2,Ботанический сад,LIFE-Ботанический сад,2020,-1.0,-1,-1.0,-1,40 м²,11 м²,535714.2857142857
Москва,sale,flat,3,11,3,85.9,77617693.0,Даниловский,,,Павелецкая,Опус ЖК,2025,-1.0,Монолитно-кирпичный,-1.0,Без отделки,-1,-1,903581.9906868452
Москва,sale,flat,6,15,3,140.0,300000000.0,Хамовники, Усачева,15,Спортивная,Садовые кварталы,-1,-1.0,-1,-1.0,-1,-1,"18,5 м²",2142857.1428571427
Москва,sale,flat,2,21,3,66.59,14137723.0,Нижегородский,,,Калитники,Н'айс Лофт ЖК,2024,-1.0,Монолитно-кирпичный,-1.0,Без отделки,-1,-1,212310.00150172698
Москва,sale,flat,5,35,3,95.73,40514371.0,Котловка,31/2,31/2,Профсоюзная,Новые Академики ЖК,2027,-1.0,Монолитный,-1.0,Без отделки,"61,6 м²","9,1 м²",423214.9900762561
Москва,sale,flat,5,12,3,136.9,250000000.0,Хамовники, Усачева,13,Спортивная,Садовые кварталы,-1,-1.0,-1,-1.0,-1,-1,"20,6 м²",1826150.4747991234
Москва,sale,flat,9,14,3,127.9,95797100.0,Раменки, Сергея Бондарчука,2,Мичуринский проспект,Река,2026,-1.0,Монолитный,-1.0,"Без отделки, чистовая с мебелью","42,7 м²","35,3 м²",749000.0
Москва,sale,flat,1,5,3,65.1,17500000.0,Марьина роща,4-й Стрелецкий проезд,13,Савёловская,,-1,-1.0,-1,-1.0,-1,"36,6 м²","6,7 м²",268817.2043010753
Москва,sale,flat,13,24,3,64.8,22900000.0,Донской,Новоданиловская набережная,8,Верхние котлы,Новоданиловская 8,2022,-1.0,-1,-1.0,-1,-1,20 м²,353395.06172839506
Москва,sale,flat,18,47,3,81.43,37261472.0,Хорошево-Мневники,,,Полежаевская,Джойс ЖК,2027,-1.0,Монолитный,-1.0,Предчистовая,-1,-1,457588.99668426864
Москва,sale,flat,11,19,3,139.5,90000000.0,Хорошево-Мневники,Шелепихинская набережная,34к1,Шелепиха,,2019,-1.0,-1,-1.0,-1,80 м²,17 м²,645161.2903225806
Москва,sale,flat,7,20,4,178.0,77000000.0,Черемушки,Новочеремушкинская ,44К3,Профсоюзная,Адмирал,-1,-1.0,-1,-1.0,-1,-1,10 м²,432584.2696629214
Москва,sale,flat,3,4,4,211.6,202000000.0,Пресненский,Малый Кисловский переулок,7,Арбатская,,1885,-1.0,-1,-1.0,-1,-1,20 м²,954631.3799621928
Москва,sale,flat,18,47,3,81.43,37261472.0,Хорошево-Мневники,,,Полежаевская,Джойс ЖК,2027,-1.0,Монолитный,-1.0,Предчистовая,-1,-1,457588.99668426864
Москва,sale,flat,3,7,2,62.0,53000000.0,Замоскворечье,Садовническая ,29.0,Новокузнецкая,BALCHUG RESIDENCE,2016,-1.0,-1,-1.0,-1,-1,10 м²,854838.7096774194
Москва,sale,flat,9,14,3,127.9,95797100.0,Раменки, Сергея Бондарчука,2.0,Мичуринский проспект,Река,2026,-1.0,Монолитный,-1.0,"Без отделки, чистовая с мебелью","42,7 м²","35,3 м²",749000.0
Москва,sale,flat,27,53,3,124.0,118000000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской,2011,-1.0,-1,-1.0,-1,86 м²,"17,3 м²",951612.9032258064
Москва,sale,flat,12,22,4,160.0,94000000.0,Пресненский,Шмитовский проезд,16С2,Москва-Сити,Шмитовский 16,2007,-1.0,-1,-1.0,-1,-1,-1,587500.0
Москва,sale,flat,10,29,3,83.5,36385292.0,Печатники,,,Нагатинский Затон,Портлэнд ЖК,2028,-1.0,Монолитный,-1.0,"Без отделки, предчистовая","37,1 м²",-1,435752.0
Москва,sale,flat,5,7,3,74.9,41500000.0,Басманный, Земляной Вал,34С4,Курская,,-1,-1.0,-1,-1.0,-1,-1,-1,554072.0961281708
Москва,sale,flat,5,6,3,130.0,68000000.0,Крылатское,Крылатская ,45К2,Крылатское,Долина грез,2006,-1.0,-1,-1.0,-1,90 м²,20 м²,523076.92307692306
Москва,sale,flat,10,26,3,74.5,72000000.0,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES,2021,-1.0,-1,-1.0,-1,40 м²,10 м²,966442.9530201342
Москва,sale,flat,2,33,3,65.8,27682060.0,Сокольники, Матросская Тишина,1АС68,Сокольники,Sokolniki,2027,-1.0,Монолитно-кирпичный,-1.0,Без отделки,"40,2 м²",-1,420700.0
Новая Москва,sale,flat,4,7,4,150.0,226130000.0,Пресненский,Хлыновский тупик,4,Арбатская,,2007,-1.0,-1,-1.0,-1,-1,-1,1507533.3333333333
Новая Москва,sale,flat,9,15,4,85.0,28766805.0,Гольяново,Монтажная ,вл8/24,Щёлковская,1-й Измайловский,2026,-1.0,Монолитный,-1.0,"Предчистовая, чистовая","49,1 м²",9 м²,338433.0
Новая Москва,sale,flat,5,8,4,75.0,59500000.0,Замоскворечье,переулок Старый Толмачевский,17с1,Новокузнецкая,,-1,-1.0,-1,-1.0,-1,60 м²,10 м²,793333.3333333334
Новая Москва,sale,flat,37,66,4,209.7,179293500.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS,2020,-1.0,Монолитный,-1.0,"Без отделки, чистовая",-1,-1,855000.0
